379.txt,lacking in,the authors argue to systematically start evaluating different explanations styles and forms in various domains a rigor that is currently lacking in xai user evaluations,O O O O O O O O O O O O O O O O O O O O B I O O O,DT NNS VBP TO RB VB VBG JJ NNS NNS CC NNS IN JJ NNS DT NN WDT VBZ RB VBG FW FW NN NNS
385.txt,the shortcomings of,together these three surveys illustrate the shortcomings of current xai user evaluations,O O O O O B I I O O O O,RB DT CD NNS VBP DT NNS IN JJ NN NN NNS
386.txt,focus on,from several studies that do focus on evaluating user effects we note that the majority focuses on subjective measurement,O O O O O B I O O O O O O O O O O O O,IN JJ NNS WDT VBP VB IN VBG NN NNS PRP VBP IN DT NN VBZ IN JJ NN
387.txt,are used to,surveys and interviews are used to measure user satisfaction the goodness of an explanation acceptance of the systems advice and trust in the system,O O O B I I O O O O O O O O O O O O O O O O O O,NNS CC NNS VBP VBN TO VB NN NN DT NN IN DT NN NN IN DT NNS NN CC NN IN DT NN
388.txt,provide a valuable insight in,such subjective measurements can provide a valuable insight in the users perspective on the explanation,O O O O B I I I I O O O O O O,JJ JJ NNS MD VB DT JJ NN IN DT NNS NN IN DT NN
389.txt,relate to,however these results do not necessarily relate to the behavioral effects an explanation could cause,O O O O O O B I O O O O O O O,RB DT NNS VBP RB RB VB TO DT JJ NNS DT NN MD VB
390.txt,require further investigation to,therefore these subjective measurements require further investigation to see if they correlate with a behavioral effect,O O O O B I I I O O O O O O O O,RB DT JJ NNS VBP JJ NN TO VB IN PRP VBP IN DT JJ NN
398.txt,on the other hand,reliability on the other hand refers to the evaluations internal consistency and reproducibility and may be harmed by a lack of documentation an unsuitable use case or noisy measurements,O B I I I O O O O O O O O O O O O O O O O O O O O O O O O,NN IN DT JJ NN VBZ TO DT NNS JJ NN CC NN CC MD VB VBN IN DT NN IN NN DT JJ NN NN CC JJ NNS
400.txt,this can be obtained by,this can be obtained by developing different types of measurements for common constructs,B I I I I O O O O O O O O,DT MD VB VBN IN VBG JJ NNS IN NNS IN JJ NNS
401.txt,for example,for example self reported subjective measurements such as ratings and surveys can be supplemented by behavioral measurements to gather data on the performance in a specific task,B I O O O O O O O O O O O O O O O O O O O O O O O O O,IN NN NN VBD JJ NNS JJ IN NNS CC NNS MD VB VBN IN JJ NNS TO VB NNS IN DT NN IN DT JJ NN
402.txt,compare with,human explanations tend to be contrastive they compare a certain phenomenon with a hypothetical one,O O O O O O O B O O O I O O O,JJ NNS VBP TO VB JJ PRP VBP DT JJ NN IN DT JJ CD
403.txt,in the case of,in the case of a decision support systems a natural question to ask is why this advice,B I I I O O O O O O O O O O O O O,IN DT NN IN DT NN NN NNS DT JJ NN TO VB VBZ WRB DT NN
405.txt,in other words,in other words the implicit question is why this advice and not that advice the specific contrast allows the explanation to be limited to the differences between fact and foil,B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O,IN JJ NNS DT JJ NN VBZ WRB DT NN CC RB DT NN DT JJ NN VBZ DT NN TO VB VBN TO DT NNS IN NN CC NN
407.txt,difference between,this advantage also applies to systems contrastive explanations narrow down the available information to a concrete difference between two outputs,O O O O O O O O O O O O O O O O B I O O,DT NN RB VBZ TO NNS JJ NNS JJ IN DT JJ NN TO DT JJ NN IN CD NNS
408.txt,for example,contrastive explanations can vary depending on the way the advice is contrasted with a different advice for example using rules or examples,O O O O O O O O O O O O O O O O B I O O O O,JJ NNS MD VB VBG IN DT NN DT NN VBZ VBN IN DT JJ NN IN NN VBG NNS CC NNS
411.txt,between and,this explanation contains two rules that explicitly state the differentiating decision boundaries between the fact and foil,O O O O O O O O O O O O B O O I O,DT NN VBZ CD NNS WDT RB VBP DT VBG NN NNS IN DT NN CC NN
412.txt,refers to,an example based explanation refers to historical situations in which the advice was found to be true or false the temperature is currently 8 degrees and a lower insulin dose is advised,O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O,DT NN JJ NN VBZ TO JJ NNS IN WDT DT NN VBD VBN TO VB JJ CC JJ DT NN VBZ RB CD NNS CC DT JJR NN NN VBZ VBN
413.txt,proved to,yesterday was similar it was 7 degrees and the same advice proved to be correct,O O O O O O O O O O O B I O O,NN VBD JJ PRP VBD CD NNS CC DT JJ NN VBD TO VB JJ
416.txt,for example,several xai methods try to identify examples to generate such explanations for example those from x,O O O O O O O O O O O B I O O O,JJ NN NNS VBP TO VB NNS TO VB JJ NNS IN NN DT IN NN
419.txt,for example,for example users prefer an example based spamfilter over a rule based while they prefer spam filter explanations to be rule based,B I O O O O O O O O O O O O O O O O O O O O,IN NN NNS VBP DT NN JJ NN IN DT NN VBN IN PRP VBP NN NN NNS TO VB NN VBN
420.txt,had an effect on,another evaluation showed that the number of rule factors in an explanation had an effect on task performance by either promoting system over reliance or self reliance,O O O O O O O O O O O O B I I I O O O O O O O O O O O,DT NN VBD IN DT NN IN NN NNS IN DT NN VBD DT NN IN NN NN IN CC VBG NN IN NN CC NN NN
421.txt,as opposed to,work by lim shows that rule based explanations cause users to understand system behavior especially if those rules explain why the system behaves in a certain way as opposed to why it does not behave in a different way,O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O,NN IN NN NNS WDT VBP VBN NNS VBP NNS TO VB NN NN RB IN DT NNS VBP WRB DT NN VBZ IN DT JJ NN IN VBN TO WRB PRP VBZ RB VB IN DT JJ NN
422.txt,such as,studies such as these tend to evaluate either rules or examples depending on the research field but few compare rules with examples,O B I O O O O O O O O O O O O O O O O O O O,NNS JJ IN DT VBP TO VB CC NNS CC NNS VBG IN DT NN NN CC JJ VBP NNS IN NNS
423.txt,play an invaluable role in,as discussed in section2 1 user evaluations play an invaluable role in xai but are often omitted or of insufficient quality,O O O O O O O B I I I I O O O O O O O O O,IN VBN IN NN CD NN NNS VBP DT JJ NN IN NN CC VBP RB VBN CC IN JJ NN
425.txt,in addition,in addition we believe that the experience and lessons learned in designing this evaluation can be valuable for other researchers,B I O O O O O O O O O O O O O O O O O O,IN NN PRP VBP IN DT NN CC NNS VBN IN VBG DT NN MD VB JJ IN JJ NNS
426.txt,in the field of,especially researchers in the field of xai that are less familiar with user evaluations can benefit from guidance in the design of user studies incorporating knowledge from different disciplines,O O B I I I O O O O O O O O O O O O O O O O O O O O O O O,RB NNS IN DT NN IN NNS WDT VBP RBR JJ IN NN NNS MD VB IN NN IN DT NN IN NN NNS VBG NN IN JJ NNS
427.txt,to that end,to that end we propose three sets of recommendations with practical methods to help improve user evaluations,B I I O O O O O O O O O O O O O O,TO DT NN PRP VBP CD NNS IN NNS IN JJ NNS TO VB VB NN NNS
428.txt,is provided in,an overview is provided in fig 1,O O B I I O O,DT NN VBZ VBN IN NN CD
429.txt,as stated in,as stated in section 2 1 the field of xai often deals with ambiguously defined concepts such asunderstanding,B I I O O O O O O O O O O O O O O O,IN VBN IN NN CD CD DT NN IN NN RB VBZ IN RB VBN NNS JJ VBG
431.txt,the contribution of,through clear definitions and motivation the contribution of the evaluation becomes more apparent,O O O O O B I I O O O O O,IN JJ NNS CC NN DT NN IN DT NN VBZ RBR JJ
432.txt,aids to,this also aids other researchers to extend on the results,O O B O O I O O O O,DT RB VBZ JJ NNS TO VB IN DT NNS
434.txt,our first recommendation is to,our first recommendation is to clearly define the intended purposes of an explanation in the form of a construct,B I I I I O O O O O O O O O O O O O O,PRP$ JJ NN VBZ TO RB VB DT JJ NNS IN DT NN IN DT NN IN DT NN
435.txt,for the purpose,a construct is either the intended purpose an intermediate requirement for the purpose or a potential confound to your purpose,O O O O O O O O O O B I I O O O O O O O,DT NN VBZ CC DT JJ NN DT JJ NN IN DT NN CC DT JJ NN TO PRP$ NN
437.txt,it becomes easier to,by defining a construct it becomes easier to develop measurements,O O O O B I I I O O,IN VBG DT NN PRP VBZ JJR TO VB NNS
438.txt,recommend to,second we recommend to clearly define the relations expected between the constructs,O O B I O O O O O O O O,RB PRP VBP TO RB VB DT NNS VBN IN DT NNS
440.txt,in terms of,these relations form your hypotheses and make sure they are formulated in terms of your constructs,O O O O O O O O O O O B I I O O,DT NNS VBP PRP$ NNS CC VB JJ PRP VBP VBN IN NNS IN PRP$ NNS
443.txt,such as,our final recommendation regarding constructs is to adopt existing theories such as from philosophy psychology and from human computer interaction,O O O O O O O O O O B I O O O O O O O O,PRP$ JJ NN VBG NNS VBZ TO VB VBG NNS JJ IN IN NN NN CC IN JJ NN NN
445.txt,contribute to,these three recommendations to define constructs and their relations and grounding them in other research disciplines can contribute to more valid and reliable user evaluations,O O O O O O O O O O O O O O O O O B I O O O O O O,DT CD NNS TO VB NNS CC PRP$ NNS CC VBG PRP IN JJ NN NNS MD VB TO RBR JJ CC JJ NN NNS
446.txt,in addition,in addition this practice allows results to be meaningful even if hypotheses are rejected as they falsify a scientific theory that may have been accepted as true,B I O O O O O O O O O O O O O O O O O O O O O O O O O,IN NN DT NN VBZ NNS TO VB JJ RB IN NNS VBP VBN IN PRP VBP DT JJ NN WDT MD VB VBN VBN IN JJ
450.txt,recommend to,hence we recommend to invest in both understanding the use case domain and reflecting on the intended purpose of the evaluation,O O B I O O O O O O O O O O O O O O O O O,RB PRP VBP TO VB IN DT VBG DT NN NN NN CC VBG IN DT JJ NN IN DT NN
451.txt,with respect to,these considerations should be consolidated in inclusion criteria to ensure that the results are meaningful with respect to the studys aim,O O O O O O O O O O O O O O O B I I O O O,DT NNS MD VB VBN IN NN NNS TO VB IN DT NNS VBP JJ IN NN TO DT NNS VBP
454.txt,recommend to,if circumstances allow we recommend to use a controlled setting,O O O O B I O O O O,IN NNS VBP PRP VBP TO VB DT JJ NN
456.txt,recommend a critical perspective on,numerous measurements exist for computational experiments on suggested xai methods but also recommend a critical perspective on whether the measures indeed address the intended constructs,O O O O O O O O O O O O B I I I I O O O O O O O O,JJ NNS VBP IN JJ NNS IN JJ NN NNS CC RB VB DT JJ NN IN IN DT NNS RB VBP DT JJ NNS
457.txt,are used to,behavioral measures have a more observational nature and are used to measure actual behavioral effects,O O O O O O O O B I I O O O O,JJ NNS VBP DT RBR JJ NN CC VBP VBN TO VB JJ JJ NNS
460.txt,be used to,ideally a combination of both measurement types should be used to assess effects on both the users perception and behavior,O O O O O O O O B I I O O O O O O O O O,RB DT NN IN DT NN NNS MD VB VBN TO VB NNS IN DT DT NNS NN CC NN
462.txt,for example,in practice some constructs lend themselves more for self reported measurements for example a users perception on trust or understanding,O O O O O O O O O O O B I O O O O O O O,IN NN DT NNS VBP PRP RBR IN NN VBD NNS IN NN DT NNS NN IN NN CC NN
463.txt,are more suitable for,other constructs are more suitable for behavioral measurements such as task performance simulatability predictability and persuasive power,O O B I I I O O O O O O O O O O O,JJ NNS VBP RBR JJ IN JJ NNS JJ IN NN NN NN NN CC JJ NN
464.txt,rather than,furthermore we recommend to measure explanation effects implicitly rather than explicitly,O O O O O O O O B I O,RB PRP VBP TO VB NN NNS RB RB IN RB
466.txt,focus on,also when measuring understanding or similar constructs the participants explicit focus on the explanations may cause skewed results not present in a real world application,O O O O O O O O O O B I O O O O O O O O O O O O O,RB WRB VBG NN CC JJ NNS DT NNS JJ NN IN DT NNS MD VB JJ NNS RB JJ IN DT JJ NN NN
467.txt,leads to,this leads to our third recommendation to measure potential biases,O B I O O O O O O O,DT VBZ TO PRP$ JJ NN TO VB JJ NNS
469.txt,be introduced by,however biases can also be introduced by the researchers themselves,O O O O B I I O O O,RB NNS MD RB VB VBN IN DT NNS PRP
470.txt,for example,for example one xai method can be presented more attractively or reliably than another,B I O O O O O O O O O O O O,IN NN CD NN NN MD VB VBN RBR RB CC RB IN DT
471.txt,it can be difficult to,it can be difficult to prevent such biases,B I I I I O O O,PRP MD VB JJ TO VB JJ NNS
473.txt,in addition,in addition one can measure these biases nonetheless if possible and reasonable,B I O O O O O O O O O O,IN NN CD NN NN DT NNS RB IN JJ CC JJ
474.txt,for example,for example a usability questionnaire can be used to measure potential differences between the way explanations are presented in the different conditions,B I O O O O O O O O O O O O O O O O O O O O,IN NN DT NN NN MD VB VBN TO VB JJ NNS IN DT NN NNS VBP VBN IN DT JJ NNS
476.txt,are essential for,in this study we focused on personalized healthcare an area in which machine learning is promising and explanations are essential for realistic applications,O O O O O O O O O O O O O O O O O O B I I O O,IN DT NN PRP VBD IN JJ NN DT NN IN WDT NN NN VBZ JJ CC NNS VBP JJ IN JJ NNS
479.txt,it is often difficult to,since blood glucose levels are influenced by both environmental and personal factors it is often difficult to find the adequate dose of insulin that stabilizes blood glucose levels,O O O O O O O O O O O O B I I I I O O O O O O O O O O O,IN NN NN NNS VBP VBN IN CC JJ CC JJ NNS PRP VBZ RB JJ TO VB DT JJ NN IN NN WDT VBZ NN NN NNS
481.txt,it difficult to,in our context a dmt1 patient finds it difficult to find the optimal insulin dose for a meal in a given situation,O O O O O O O B I I O O O O O O O O O O O O,IN PRP$ NN DT NN NN VBZ PRP JJ TO VB DT JJ NN NN IN DT NN IN DT VBN NN
482.txt,provides with,on the patients request a fictitious intelligent dss provides assistance with the insulin intake before a meal,O O O O O O O O B O I O O O O O O,IN DT NNS VBP DT JJ JJ NN VBZ NN IN DT NN NN IN DT NN
483.txt,based on,based on different internal and external factors the system may advise to take a normal insulin dose or a higher or lower dose than usual,B I O O O O O O O O O O O O O O O O O O O O O O O,VBN IN JJ JJ CC JJ NNS DT NN MD VB TO VB DT JJ NN NN CC DT JJR CC JJR NN IN JJ
484.txt,for example,for example the system could advise a lower insulin dose based on the current temperature,B I O O O O O O O O O O O O O,IN NN DT NN MD VB DT JJR NN NN VBN IN DT JJ NN
486.txt,both and,in this use case both the advice and the explanations are simplified,O O O O B O O I O O O O,IN DT NN NN CC DT NN CC DT NNS VBP VBN
491.txt,is an interesting topic regarding,although the selection of the foil either by system or user is an interesting topic regarding contrastive explanations,O O O O O O O O O O O B I I I I O O,IN DT NN IN DT NN CC IN NN CC NN VBZ DT JJ NN VBG JJ NNS
494.txt,were able to explore the effects of,since the explanations were not generated by a specific xai method we were able to explore the effects of more prototypical rule and example based explanations inspired by multiple xai methods that generate similar explanations,O O O O O O O O O O O O B I I I I I I O O O O O O O O O O O O O O O O,IN DT NNS VBD RB VBN IN DT JJ NN NN PRP VBD JJ TO VB DT NNS IN RBR JJ NN CC NN JJ NNS VBN IN JJ NN NNS WDT VBP JJ NNS
495.txt,there are several limitations caused by,there are several limitations caused by these two simplifications,B I I I I I O O O,EX VBP JJ NNS VBN IN DT CD NNS
496.txt,we imply that,first we imply that the system can automatically select the appropriate foil for contrastive explanations,O B I I O O O O O O O O O O O,RB PRP VBP IN DT NN MD RB VB DT JJ NN IN JJ NNS
497.txt,we assume that,second we assume that the xai method is able to identify only the most relevant factors to explain a decision,O B I I O O O O O O O O O O O O O O O O,RB PRP VBP IN DT NN NN VBZ JJ TO VB RB DT RBS JJ NNS TO VB DT NN
498.txt,it is a reasonable assumption,although this assumes a potentially complex requirement for the xai method it is a reasonable assumption as humans prefer a selective explanation over a complete one,O O O O O O O O O O O B I I I I O O O O O O O O O O,IN DT VBZ DT RB JJ NN IN DT NN NN PRP VBZ DT JJ NN IN NNS VBP DT JJ NN IN DT JJ CD
500.txt,an important goal of,athough an important goal of offering explanations is to allow users to arrive at the appropriate level of trust in the system the construct of trust is difficult to define and measure,O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O,VB DT JJ NN IN VBG NNS VBZ TO VB NNS TO VB IN DT JJ NN IN NN IN DT NN DT NN IN NN VBZ JJ TO VB CC VB
501.txt,performance of,as such our focus was on constructs influencing trust that were more suitable to translate into measurable constructs the intermediate construct of system understanding and the final construct of task performance of the entire user system combination,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O,IN JJ PRP$ NN VBD IN NNS VBG NN WDT VBD RBR JJ TO VB IN JJ NNS DT JJ NN IN NN NN CC DT JJ NN IN NN NN IN DT JJ NN NN NN
503.txt,the effect of,as such the persuasive power of an explanation confounds to the effect of understanding on task performance,O O O O O O O O O O B I I O O O O,IN JJ DT JJ NN IN DT NN VBZ TO DT NN IN NN IN NN NN
504.txt,were compared to,both contrastive rule and example based explanations were compared to each other with no explanationas a control,O O O O O O O B I I O O O O O O O,DT JJ NN CC NN VBN NNS VBD VBN TO DT JJ IN DT NNS DT NN
506.txt,gain a better understanding of,from rule based explanations we expected participants to gain a better understanding of when and how the system arrives at a specific advice,O O O O O O O O B I I I I O O O O O O O O O O,IN NN VBN NNS PRP VBD NNS TO VB DT JJR NN IN WRB CC WRB DT NN VBZ IN DT JJ NN
510.txt,have an effect on,third we hypothesized that both system understanding and persuasive power have an effect on task performance,O O O O O O O O O O B I I I O O,RB PRP VBD IN CC NN NN CC JJ NN VBP DT NN IN NN NN
513.txt,the effects of,note that we conducted two separate experiments to measure the effects of an explanation type on understanding and persuasion,O O O O O O O O O B I I O O O O O O O,NN IN PRP VBD CD JJ NNS TO VB DT NNS IN DT NN NN IN NN CC NN
514.txt,the effect of,this allowed us to measure the effect of each construct separately on task performance but not their combined effect,O O O O O B I I O O O O O O O O O O O,DT VBD PRP TO VB DT NN IN DT NN RB IN NN NN CC RB PRP$ JJ NN
517.txt,be important for,this measured to what extent the participant recalled what factor the system believed to be important for a specific advice and situation,O O O O O O O O O O O O O O B I I O O O O O,DT VBN TO WDT NN DT NN VBD WP NN DT NN VBN TO VB JJ IN DT JJ NN CC NN
521.txt,compared to,this provided insight in whether participants over or underestimated their understanding of the system compared to what their behavior told us,O O O O O O O O O O O O O O B I O O O O O,DT VBN NN IN IN NNS IN CC VBD PRP$ NN IN DT NN VBN TO WP PRP$ NN VBD PRP
528.txt,were added to,finally two self reported measurements were added to check for potential confounds,O O O O O B I I O O O O,RB CD NN VBD NNS VBD VBN TO VB IN JJ NNS
530.txt,better than,this could reveal whether one explanation style was designed and visualized better than the other which would be a confounding variable,O O O O O O O O O O O B I O O O O O O O O,DT MD VB IN CD NN NN VBD VBN CC VBN JJR IN DT JJ WDT MD VB DT JJ NN
532.txt,have affected to,this could help identify a potential overor underestimation of the usefulness of the system that could have affected to what extent participants attended to the systems advice and explanation,O O O O O O O O O O O O O O O O B I I O O O O O O O O O O,DT MD VB VB DT JJ JJ NN IN DT NN IN DT NN WDT MD VB VBN TO WP NN NNS VBD TO DT NNS NN CC NN
536.txt,focused on,experiment i focused on the construct of system understanding,O O B I O O O O O,NN FW VBN IN DT NN IN NN NN
537.txt,focused on,experiment ii focused on the constructs of persuasive power and task performance,O O B I O O O O O O O O,NN LS VBN IN DT NNS IN JJ NN CC NN NN
538.txt,both and,the explanation style was the independent variable in both experiments and was tested between subjects,O O O O O O O O B O I O O O O,DT NN NN VBD DT JJ NN IN DT NNS CC VBD VBN IN NNS
539.txt,for an example of,see fig 1 for an example of each explanation style,O O O B I I I O O O,VB NN CD IN DT NN IN DT NN NN
540.txt,with a brief narrative about,the experimental procedure was similar in both experiments participants were informed about the study use case and task as well as presented with a brief narrative about a dmt1 patient for immersive purposes,O O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O,DT JJ NN VBD JJ IN DT NNS NNS VBD VBN IN DT NN NN NN CC NN RB RB IN VBN IN DT JJ NN IN DT NN NN IN JJ NNS
543.txt,either or,multiple stimuli were presented accompanied with either the example or rule based explanations or no explanations,O O O O O O B O O I O O O O O O,JJ NNS VBD VBN VBN IN CC DT NN CC NN VBN NNS CC DT NNS
545.txt,was completed to,a questionnaire was completed to obtain self reported measurements,O O B I I O O O O,DT NN VBD VBN TO VB NN VBD NNS
547.txt,the purpose of,the experimental procedure concluded with several questions to assess whether the purpose of the study was suspected and to measure perceived system accuracyto identify over or under trust in the system,O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O,DT JJ NN VBD IN JJ NNS TO VB IN DT NN IN DT NN VBD VBN CC TO VB VBN NN NNS VBP IN CC IN NN IN DT NN
548.txt,the purpose of,the purpose of experiment iwas to measure the effects of rule based and example based explanations on system understanding compared to each other and to the control group with no explanations,B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O,DT NN IN NN NNS TO VB DT NNS IN NN VBN CC NN JJ NNS IN NN NN VBN TO DT JJ CC TO DT JJ NN IN DT NNS
549.txt,for an overview of,see fig 4 for an overview of both the learning and testing blocks,O O O B I I I O O O O O O,VB NN CD IN DT NN IN CC DT NN CC NN NNS
550.txt,consisted of,the learning block consisted of 18 randomly ordered trials each trial describing a single situation with three factors and values from table1,O O O B I O O O O O O O O O O O O O O O O O,DT NN NN VBD IN CD RB VBN NNS DT NN VBG DT JJ NN IN CD NNS CC NNS IN NN
551.txt,in turn,the situation description was followed by the systems advice in turn followed by an explanation,O O O O O O O O O B I O O O O,DT NN NN VBD VBN IN DT NNS NN IN NN VBN IN DT NN
552.txt,make a decision on,finally the participant was asked to make a decision on administering a higher or lower insulin dose than usual,O O O O O O B I I I O O O O O O O O O,RB DT NN VBD VBN TO VB DT NN IN VBG DT JJR CC JJR NN NN IN JJ
554.txt,focus on,participants were not instructed to focus on the explanations in the learning block nor were they informed of the purpose of the two blocks,O O O O O B I O O O O O O O O O O O O O O O O O,NNS VBD RB VBN TO VB IN DT NNS IN DT NN NN CC VBD PRP VBD IN DT NN IN DT CD NNS
555.txt,were used to,in the testing block two behavioral measures were used to test the construct of understanding advice predictionand decisive factor identification,O O O O O O O B I I O O O O O O O O O O,IN DT NN NN CD JJ NNS VBD VBN TO VB DT NN IN VBG NN NN JJ NN NN
556.txt,consisted of,the testing block consisted of 30 randomized trials each with a novel situation description,O O O B I O O O O O O O O O,DT NN NN VBD IN CD VBN NNS DT IN DT JJ NN NN
558.txt,based on,this formed the a third self reported measurement was conducted in the post questionnaire which contained an eight item question naire based on a 7 point likert scale,O O O O O O O O O O O O O O O O O O O O O B I O O O O O,DT VBD DT DT JJ NN VBD NN VBD VBN IN DT NN NN WDT VBD DT CD NN NN NN VBN IN DT CD NN NN NN
562.txt,the purpose of,the purpose of experiment iiwas to measure the effects of rule basedand example basedexplanations on persuasive power and task performance,B I I O O O O O O O O O O O O O O O O O,DT NN IN NN NNS TO VB DT NNS IN NN NN NN NNS IN JJ NN CC NN NN
564.txt,was similar to,the learning block was similar to that of the first experiment a situation was shown containing three factors from table1,O O O B I I O O O O O O O O O O O O O O,DT NN NN VBD JJ TO DT IN DT JJ NN DT NN VBD VBN VBG CD NNS IN NN
568.txt,as shown in,in 12 of the 18 randomly ordered trials of this learning block this system followed a second partially correct set of rules as shown in table1,O O O O O O O O O O O O O O O O O O O O O O B I I O,IN CD IN DT CD RB VBN NNS IN DT VBG NN DT NN VBD DT JJ RB JJ NN IN NNS IN VBN IN NN
577.txt,varied from to,their education levels varied from secondary vocational to university education,O O O B I O O I O O,PRP$ NN NNS VBD IN JJ NN TO NN NN
584.txt,a total of,a total of 16 participants reported a close relative or friend with diabetes and one participant had experience with diabetes through work despite clear inclusion instructions beforehand,B I I O O O O O O O O O O O O O O O O O O O O O O O O,DT NN IN CD NNS VBD DT JJ NN CC NN IN NN CC CD NN VBD NN IN NN IN NN IN JJ NN NNS RB
586.txt,was unlikely to,from this we concluded that their knowledge of diabetes was unlikely to influence the results,O O O O O O O O O B I I O O O,IN DT PRP VBD IN PRP$ NN IN NN VBD JJ TO VB DT NNS
588.txt,was used for,an alpha level of 0 05 was used for all statistical tests,O O O O O O B I I O O O,DT NN NN IN CD CD VBD VBN IN DT JJ NNS
591.txt,was assessed with,the internal consistency of the self reported measurement of perceived prediction of advice correctnessfrom the post questionnaire was assessed with cronbachs alpha and analyzed with a one way anova,O O O O O O O O O O O O O O O O O B I I O O O O O O O O O,DT JJ NN IN DT NN VBD NN IN VBN NN IN NN NN DT NN NN VBD VBN IN NN NN CC VBN IN DT CD NN NN
593.txt,was assessed with,the presence of correlations between the behavioral and the self reported measurements was assessed with pearsons product moment correlations,O O O O O O O O O O O O B I I O O O O,DT NN IN NNS IN DT JJ CC DT NN VBD NNS VBD VBN IN NNS NN NN NNS
594.txt,were excluded from,detected outliers were excluded from the analysis,O O B I I O O,VBN NNS VBD VBN IN DT NN
595.txt,the purpose of,the purpose of experiment iwas to measure gained system understanding when a system provides a rule or example based explanation compared to no explanation,B I I O O O O O O O O O O O O O O O O O O O O O,DT NN IN NN NNS TO VB VBN NN NN WRB DT NN VBZ DT NN CC NN JJ NN VBN TO DT NN
599.txt,showed a significant difference in,further posthoc analysis showed a significant difference in factor identification in favor of rule based explanations compared to example based explanations and no explanations,O O O B I I I I O O O O O O O O O O O O O O O O,JJ JJ NN VBD DT JJ NN IN NN NN IN NN IN NN VBN NNS VBN TO NN JJ NNS CC DT NNS
600.txt,the purpose of,the purpose of experiment ii was to measure a participants ability to use a decision support system appropriately when it provides a rule or example based explanation compared with no explanation,B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O,DT NN IN NN LS VBD TO VB DT NNS NN TO VB DT NN NN NN RB WRB PRP VBZ DT NN CC NN JJ NN VBN IN DT NN
602.txt,in addition,in addition we measured the persuasiveness of the system for each explanation style compared to no explanations,B I O O O O O O O O O O O O O O O,IN NN PRP VBD DT NN IN DT NN IN DT NN NN VBN TO DT NNS
603.txt,was assessed with,this was assessed with one behavioral measure,O B I I O O O,DT VBD VBN IN CD JJ NN
604.txt,the results of,fig 9 shows the results of the behavioral measure for task performance as reflected by the users decision accuracy,O O O B I I O O O O O O O O O O O O O,NN CD VBZ DT NNS IN DT JJ NN IN NN NN IN VBN IN DT NNS NN NN
608.txt,is shown in,the accompanying scatter plot is shown in fig 11,O O O O B I I O O,DT VBG NN NN VBZ VBN IN NN CD
609.txt,between and,a pearsons product moment correlation revealed no significant correlation between the self reported and behavioral measure,O O O O O O O O O B O O O I O O,DT NNS NN NN NN VBD DT JJ NN IN DT NN VBD CC JJ NN
611.txt,was used to,a usability questionnaire was used to evaluate whether there were differences in usability between the two explanation styles as this could influence the results,O O O B I I O O O O O O O O O O O O O O O O O O,DT NN NN VBD VBN TO VB IN EX VBD NNS IN NN IN DT CD NN NNS IN DT MD VB DT NNS
613.txt,as revealed by,the consistency between the five questions was relatively high as revealed by a cronbachs alpha test,O O O O O O O O O B I I O O O O,DT NN IN DT CD NNS VBD RB JJ IN VBN IN DT NN NN NN
615.txt,in addition to,in addition to the ratings participants were asked about the positive and negative usability aspects of the system in two open questions,B I I O O O O O O O O O O O O O O O O O O O,IN NN TO DT NNS NNS VBD VBN IN DT JJ CC JJ NN NNS IN DT NN IN CD JJ NNS
617.txt,due to,although not many participants had negative remarks most addressed insufficient visual contrast due to the colors used,O O O O O O O O O O O O B I O O O,IN RB JJ NNS VBD JJ NNS RBS VBN JJ JJ NN JJ TO DT NNS VBD
618.txt,a lack of,unique to the example based explanations participant group were remarks about a lack of concise and well arranged information,O O O O O O O O O O O B I I O O O O O,JJ TO DT NN VBN NNS NN NN VBD NNS IN DT NN IN JJ CC RB VBN NN
619.txt,give an estimate of,in the control questionnaire we asked participants to give an estimate of the overall systems accuracy,O O O O O O O O B I I I O O O O,IN DT NN NN PRP VBD NNS TO VB DT NN IN DT JJ NNS NN
621.txt,based on,this meant that all participants believed the system to make errors based on no information,O O O O O O O O O O O B I O O,DT VBD IN DT NNS VBD DT NN TO VB NNS VBN IN DT NN
623.txt,due to,participants experienced this due to the feedback on made decisions in the learning block,O O O B I O O O O O O O O O,NNS VBD DT JJ TO DT NN IN VBN NNS IN DT NN NN
625.txt,give an explanation for,several participants from the no explanation group wished the system could give an explanation for its advice,O O O O O O O O O O O B I I I O O,JJ NNS IN DT DT NN NN VBD DT NN MD VB DT NN IN PRP$ NN
628.txt,were viewed as,rules were valued for there explicitness whereas examples were viewed as inciting trust,O O O O O O O O B I I O O,NNS VBD VBN IN EX NN IN NNS VBD VBN IN VBG NN
